Brand;Name;Country;Stars
Nissin;Cup Noodles Ramen Noodles Ramen Noodle Soup Beef Flavor (New Package) ;USA;3,5
Mama;Vegetarian Instant Noodles Tom Yum Flavour;Thailand;4
Thai Chef;Oriental Style Instant Noodles Shrimp Creamy Tom Yum Flavour;Hungary;4,75
Mama;Oriental Style Instant Noodles Tandoori Flavour;Bangladesh;4
Cintan;Mi Segera Mmm,,, Perisa Goreng Ala Indonesia;Malaysia;3,5
Wai Wai;Tom Yum Goong Flavour Instant Noodle;Thailand;3,5
Mama;Vegetarian Instant Cup Noodle Tofu & Shiitake Flavour;Thailand;3,5
Marutai;Nagahama Hakata Tonkotsu Ramen;Japan;4,75
MyKuali;Penang White Curry Noodle (New Version);Malaysia;5
Conimex;Oriental Noodles Oosterse Groenten;Netherlands;3,5
Master Kong;Mushroom Instant Noodle;China;4,25
Nissin;Soba Fried Noodles Curry;Germany;4,25
Koh Thai;Island Of Flavours Tom Yum Instant Noodles Soup;Netherlands;3
Nakaya Shouten;Hingya no Shio Ramen;Japan;4
Vifon;Asian Style Instant Noodles Artificial Beef Flavor;Vietnam;3,25
Hao Way;Penang Vegetarian Prawn Instant Bowl Noodles;Malaysia;4
Sugakiya Foods;Nara Tenri Shoyu Ramen;Japan;4,5
Yum Yum;Premier Bowl Instant Noodles Suki Flavour;Thailand;5
Ten-In;Veggie King Buddha Jump Instant Noodles;Taiwan;1,5
Myojo;Udon Japanese Style Pre-Cooked Noodles With Soup Beef Flavor;USA;3,25
Mi Sedaap;Mi Kuah Rasa Baso Spesial;Indonesia;3,5
MyKuali;MeeKuali spicy Fried Noodle;Malaysia;4
Nongshim;Soon Veggie Noodle Soup;USA;5
Sichuan Baijia;Broad Noodle Chilli Oil Flavor;China;4,5
Mama;Instant Noodles Stewed Beef Flavour;Cambodia;3,5
Nongshim;Zha Wang ((Jjawang) Noodles With Chajang Sauce;South Korea;5
Tseng Noodles;Scallion With Sichuan Pepper  Flavor;Taiwan;5
Tseng Noodles;Hu Sesame Flavor;Taiwan;5
Tseng Noodles;Sichuan Pepper Flavor;Taiwan;4,75
Kuriki;Plum Mayo Ramen;Japan;4
Yum Yum;Instant Flat Shaped Noodles Boat Noodles Nam Tok Flavour;Thailand;3,5
Vit's;Instant Noodles With Chicken Flavour;Malaysia;3,75
Vit's;Taste Of Malaysia Penang Hokkien Mee Fried Instant Noodle;Malaysia;5
Vit's;Taste Of Malaysia Penang Asam Laksa Ramen;Malaysia;5
Vit's;Taste Of Malaysia Penang White Curry Fried Instant Noodle;Malaysia;5
Vit's;Taste Of Malaysia Penang Hokkien Mee Ramen;Malaysia;5
Vit's;Taste Of Malaysia Penang Asam Laksa Fried Instant Noodle;Malaysia;4,5
Vit's;Taste Of Malaysia Penang White Curry Ramen;Malaysia;5
Forest Noodles;Sweet Potato Noodles With Sesame Paste Sauce;Taiwan;3,25
Forest Noodles;Sunbaked Noodles With Spicy Sauce;Taiwan;4
Forest Noodles;Purple Sweet Potato Noodles With Taiwanese Sauce;Taiwan;5
Forest Noodles;Sunbaked Noodles With Sesame Sauce;Taiwan;4,5
Seven & I;Gold Sumire Ramen;Japan;5
Mama;Oriental Style Instant Noodles Shrimp Flavour;Bangladesh;3,25
Nissin;Chow Mein Savory Sauce And Restayrant Quality Noodles Roast Chicken Flavor ;USA;4,5
Conimex;Oriental Noodles Hot & Spicy;Netherlands;3
MyKuali;Penang Red tom Yum Goong Noodle (New Version);Malaysia;5
Pama;Instant Rice Vermicelli Clear Soup Flavour;Malaysia;3,5
Nissin;Raoh Ramen Noodle Soup Umami Miso Flavor;USA;4,5
Fujiwara;Snow Crab Flavour Shio Ramen;Japan;3,5
Myojo;Udon Japanese Style Precooked Noodles With Soup Hot & Spicy Flavor;USA;3,25
Bonasia;Instant Noodles Shrimp Flavour;Hungary;3,5
Mama;Chinese Kitchen Chinese Style Instant Noodles;Myanmar;3,5
Daraz;Negi Man Ramen;Japan;3
Indomie;Instant Cup Noodles Mi Goreng Fried Noodles;Indonesia;5
IbuRamen;Mi Goreng Bento Noodles In A Box Shallot Teriyaki Flavor;USA;3,25
Myojo;Wantan Men;Japan;5
Mama;Instant Noodles chicken Green Curry Flavour;Cambodia;5
Nissin;Cupo Noodle Pasta Style Vongole;Japan;2,75
Conimex;Oriental Noodles Groene Curry;Netherlands;0,5
Ibumie;Always Mi Goreng Perisa Asli;Malaysia;3,75
Baijia;Broad Noodle Pickled Vegetable Artificial Beef Flavor;China;0
Nissin;Raoh Ramen Noodle Soup Umami Tonkotsu Flavor;USA;5
Mama;Shrimp Tom Yum Flavour Cup Noodles;Myanmar;3,5
MyKuali;Penang Spicy Prawn Soup Noodle;Malaysia;5
Yum Yum;Premier Bowl Instant Noodles Stewed Pork Flavour;Thailand;4
Marutai;Kuroma-yu Tonkotsu Kumamoto Ramen;Japan;4
Nissin;Soba Fried Noodles Chili;Germany;3,5
Asia Gold;Instant Noodles With Beef Flavouring;Hungary;2,75
Nissin;Cup Noodles Minced Pork Flavour;Thailand;3,75
Itsuki;Hakata Ossyoi;Japan;5
Vedan;Wei Wei A Instant Noodles Chicken Flavor;Taiwan;0
Ibumie;Always Mi Goreng Perisa Thai Tom Yam;Malaysia;2,5
Sapporo Ichiban;Tonkotsu Ramen Artificially Flavored Tonkotsu White Chicken Broth;USA;5
Myojo;Chicken Flavour;Singapore;3,75
Myojo;La Ramen Spicy Mushroom Flavour;Singapore;4,5
Myojo;Extra Spicy Singapore Curry Big Bowl;Singapore;5
Myojo;Chicken Tanmen Flavour;Singapore;3,5
Myojo;Thai Tom Yam Flavour;Singapore;3,75
Myojo;Chicken Abalone Flavour;Singapore;3,5
Myojo;La Ramen Spicy Lobster Hot Pot Flavour Big Bowl;Singapore;4,75
Myojo;Mee Goreng;Singapore;4
Myojo;La Ramen Spicy Mushroom Flavour Big Bowl;Singapore;4,5
Myojo;Ramen Char Mee 100;Singapore;3
Myojo;Chicken Abalone Flavour;Singapore;3,75
Myojo;Mee Poh Dry;Singapore;4,25
Nissin;Cup Noodles Kyushu White Flavour;Singapore;3,5
MAMA;Rangers Snack Noodles Sour Cream Flavour;Myanmar;2,75
Kuriki;Beef Tongue Shio Mayo Ramen;Japan;4,5
Nissin;Cup Noodles Homestyle Chicken;USA;3,5
Ottogi;Cheese Ramen;South Korea;4
Nissin;Cup Noodle Sio;Japan;5
MAMA;Rangers Snack Noodles BBQ Flavour;Myanmar;2,75
Maruchan;Seimen Houjyun Koku Shoyu;Japan;5
Asia Gold;Instant Noodles Duck Flavour;Hungary;3,5
Nissin;Cup Noodle Massaman Curry;Japan;3,5
Master Kong;Spicy Fish Noodle;China;3
Koh Thai;Island Of Flavours Thai Royal Shrimp Instant Noodles;Netherlands;1,5
Ibumie;Always Mi Goreng Perisa Kari Kapitan;Malaysia;5
Prima;Juzz's Mee Original Spicy Flavour;Singapore;5
MAMA;Seafood Tom Yum Sichek Flavour;Myanmar;5
Higashimaru;Tonkotsu Ramen;Japan;4,5
Bonasia;Instant Noodles Duck Flavour;Hungary;3
Pirkka;Nuudeli Kana Nudlar Kyckling;Finland;3,5
Vifon;Chicken Flavour Asian Style Instant Noodles;Vietnam;3,5
Prima Taste;Singapore Curry Wholegrain La Mian;Singapore;5
Nissin;Kuroma-yu Tonkotsu Kumamoto Ramen;Japan;4,75
Asia Gold;Instant Noodles With Chicken Flavouring;Hungary;3,5
Nissin;Chow Mein Pad Thai;USA;3
Nissin;Emergency Chikin Ramen Cup Noodle;Japan;5
MAMA;Instant Noodles Chicken Sichek Flavour;Myanmar;3,75
Thai Smile;Mushroom Rice Noodle Soup Bowl;USA;0
Prima;Juzz's Mee Curry Flavour;Singapore;5
Itsuki;Yuzu Sesame Sauce Udon;Japan;4,5
Nissin;Soba Fried Noodles Teriyaki;Germany;3
IbuRamen;Mi Goreng Bento Noodles In A Box Hot Sweet & Sour Flavor;USA;0,25
iMee;Instant Noodles chicken Flavour;Netherlands;3,5
Maruchan;Shiroi Chikara Mochi Udon;Japan;4,5
Itsuki;Ramen Tonkotudou Kumamoto Noodles;Japan;0,75
Nissin;Cup Noodles Ramen Noodle Soup Chicken Flavor [New Package];USA;3,5
Mie Sedaap;Instant Cup Mi Kuah Rasa Baso Spesial;Indonesia;1,5
Conimex;Oriental Noodles Teriyaki;Netherlands;0,5
Sichuan Baijia;Broad Noodle Artificial Beef Flavor;China;3,5
Prima;Juzz's Mee Creamy Chicken Flavour;Singapore;5
Nissin;Bowl Noodles Hot & Spicy Chicken Flavor Less Sodium Ramen Noodle Soup;USA;4
Marutai;Kogashi Megiiri Tonkotsu Kagoshima Ramen;Japan;3,5
Bamee;Instant Noodles Oriental Style Chicken Flavour;Thailand;3
MAMA;Instant Noodles Minced Pork Flavour;Cambodia;3,5
Koh Thai;Island Of Flavours Lemongrass Instant Noodles Soup;Netherlands;0,25
Bonasia;Instant Noodles chicken Flavour;Hungary;3,75
Love Cook;Guanmiao Dried Noodles With Shallot Flavor;Taiwan;3,75
Love Cook;Guanmiao Dried Noodles With Authentic Sauce;Taiwan;4,5
Love Cook;Guanmiao Dried Noodles With Spicy Sauce;Taiwan;5
Love Cook;Guanmiao Dried Noodles With Oleum Sesami;Taiwan;3,75
Fortune;Rice Noodle Coconut Curry;USA;1
MAMA;Chicken Soup Flavour Cup Noodles;Myanmar;3,75
Nissin;Donbei Kamodashi Soba;Japan;5
MAMA;Instant Noodles Shrimp Creamy Tom Yum Flavour;Myanmar;5
Nissin;Cup Noodle Pasta Style Bolognese;Japan;5
Unox;Good Noodles Tandoori;Netherlands;2,5
Ibumie;Always Mi Goreng Perisa Sambal Udang;Malaysia;3,5
New Touch;Sugomen Niigata Seabura Shoyu Ramen;Japan;5
Wei Lih;GGE Noodle Snack Wheat Crackers Hot Spicy;Taiwan;5
MAMA;Oriental Style Instant Noodles Masala Flavour;Bangladesh;3,5
Nissin;Raoh Shio Ramen;Japan;4,75
Prima Taste;Singapore Laksa Wholegrain La Mian;Singapore;5
Sichuan Baijia;Artificial Pickled Cabbage Fish Flavor Instant Vermicelli;China;1,5
Bamee;Oriental Style Instant Noodles Shrimp Flavour (Tom Yum);Thailand;3,5
Fujiwara;Red King Crab Flavour Ramen;Japan;4
Nissin;Cup Noodles Ramen Noodle Soup Hearty Chicken Flavor [New Package];USA;4,25
Ve Wong;Kung-Fu Brand Instant Oriental Noodle Soup Artificial Beef Flavor;Taiwan;3,75
Prima Taste;Singapore Fish Soup La Mian;Singapore;5
Koh Thai;Island Of Flavours Spicy Thai Chicken Instant Noodles Soup;Netherlands;2
Nissin;Raoh Ramen Noodle Soup Umami Soy Sauce Flavor;USA;4,75
Maruchan;Spicy Tomato Salsa Ramen;Japan;0
MAMA;Cup Vegetarian Instant Noodles Tom Yum Flavour;Thailand;4
IbuRamen;Mi Goreng Bento Noodles In A Box Curry Masala Flavour;USA;4
Myojo;Charumera Shoyu Ramen;Japan;4
Kabuto Noodles;Chilli Chicken Ramen;UK;4
Kabuto Noodles;Chicken Ramen;UK;4,25
Kabuto Noodles;Rice Noodles Chicken Pho;UK;3,5
Kabuto Noodles;Rice Noodles Vegetable Laksa;UK;3,75
MAMA;Instant Noodles Coconut Milk Flavour;Myanmar;5
MyKuali;Penang Spicy Prawn Soup Noodle Authentic Taste;Malaysia;5
Wei Lih;GGE Noodle Snack Wheat Crackers Soy Sauce Ramen;Taiwan;3,75
Tokushima Seifun;Kinchan Ramen;Japan;4,5
Nissin;Top Ramen Chicken Flavor Ramen Noodle Soup (New Packaging);USA;3,5
Nongshim;Noodle Soup Seasoned With Real Kimchi;USA;4,75
MyOri;Malaysia Penang Red Curry Noodle;Malaysia;5
Fujiwara;Horse Crab Flavour Ramen;Japan;3,5
Doll;Spicy Flavour Instant Mifun;Hong Kong;2,75
Nissin;Cup Noodles Sabor Calabresa;Brazil;4,25
Samyang Foods;Cheese Curry Ramyun;South Korea;5
Nissin;Soba Fried Noodles Classic;Germany;3,25
Itsuki;Kumamoto Spicy Ramen;Japan;4,25
MyOri;Malaysia Penang Green Curry Vermicelli (New Package);Malaysia;5
CarJEN;Nyonya Curry Laksa (Improved Taste);Malaysia;5
Nissin;BIG Cup Noodle Ajillo;Japan;3
Suimin;Noodles Witrh Prawn & Chicken Flavour;Australia;3,5
MyKuali;Penang Red tom Yum Goong Noodle Authentic Taste;Malaysia;5
Master Kong;Assorted Pork Bone Noodle;China;4
Tokushima Seifun;Tokushima Ramen;Japan;4
Nissin;Chinese Tan Tan Vermicelli;Hong Kong;5
Prima Taste;Singapore Prawn Soup La Mian;Singapore;5
A-Sha Dry Noodle;Quinoa Noodle With Oyster Sauce And Vegetables;Taiwan;4,25
Nissin;Yokohama Walker Iekei Ramen;Japan;4,5
MAMA;Instant Noodles Chicken Soup Flavour;Myanmar;3,5
MyKuali;Penang White curry Noodle Authentic Taste;Malaysia;5
Nissin;Cup Noodle;Japan;5
Nissin;Cup Noodle Milk Chikin Ramen;Japan;5
Nissin;Cup Noodle Light Plus Ratatouille;Japan;4,5
Nissin;Raoh Tonkotsu;Japan;5
Nissin;Gyoretsu-no-Dekiru-Mise-no-Ramen (Shrimp Tantanmen);Japan;5
Nissin;Cup Noodle Big Cheese Mexican Chilli;Japan;5
Nissin;Cup Noodle Pasta Style Tarako Spaghetti;Japan;4
Nissin;Cup Noodle Vegeta Buta-kyabetsu Tonkotsu;Japan;4,3
Nissin;Men Shokunin Shoyu;Japan;5
Nissin;Curry Udon;Japan;5
Nissin;Chikin Ramen Donburi;Japan;5
Nissin;Cup Noodle Big Seafood Clam Chowder;Japan;4
Nissin;Cup Noodles Tom Yum Goong;Japan;3,8
Nissin;Raoh Rich Miso Flavor;Japan;5
Nissin;Donbei Dashi Shoyu Yakiudon;Japan;3,75
A-Sha Dry Noodle;Hakka Spicy Barbeque Sauce;Taiwan;4,5
Kamfen;Wonton Noodles Beef Flavour;Hong Kong;3,75
Nongshim;Rice Fettucini Alfredo;United States;3,75
Sichuan Baijia;Hot spicy Flavor Instant Vermicelli;China;3,5
Conimex;Oriental Noodles Soto Ajam;Netherlands;3
MAMA;Rangers Snack Noodles Popcorn Flavour;Myanmar;3,75
Trident;2 Minute Laksa Flavour Noodles;Australia;2
MAMA;Vegetarian Instant Noodles Shiitake Flavour;Thailand;2
Great Value;Beef Style Ramen Noodles;Canada;3,5
Oni Hot Pot;Ghost Pepper Noodle;Taiwan;4,5
E-Zee;Perisa Kari Mi Segera (Improved Taste);Malaysia;5
Great Value;Chicken Style Noodles With Vegetables;Canada;3,5
Samyang Foods;Honey & Cheese Big Bowl;South Korea;0
Pulmuone;Noodle With Spicy Oyster Soup;South Korea;4
Acecook;Seabura Tonkotsu Ramen;Japan;3,75
Kang Shi Fu;Artificial Roasted Beef;China;3,5
Urban Noodle;Authentic Street Food Satay;UK;5
Urban Noodle;Authentic Street Food Thai Red Curry;UK;3
Urban Noodle;Authentic Street Food Black Bean;UK;0
Urban Noodle;Authentic Street Food Pad Thai;UK;2,5
Urban Noodle;Authentic Street Food Chow Mein;UK;2
MyKuali;Penang White Curry Authentic Taste Cup;Malaysia;4,75
Nissin;Shinshu Miso Ramen;Japan;5
Maruchan;Sopa Maruchan Sabor a Camaron, Limon y Habanero;Mexico;3,5
Singa-Me;Instant Noodles Beef Flavour;Australia;2
Myojo;Charumera Atyificial Tonkotsu Shouyu Flavor;Japan;3,75
CarJEN;Otentiq Cheezy Curry Instant Noodles (Improved Taste);Malaysia;5
Kamfen;Noodle King Artificial Beef Soup Flavored;Hong Kong;3,75
Chaudhary's Wai Wai;Instant Noodles Artificial Chicken & Shrimp Flavored;India;2,5
Fantastic;Noodles Oriental Flavour;Australia;3,25
Acecook;Maru Uma Curry Udon;Japan;3,5
A-Sha Dry Noodle;Hakka BBQ Sauce Noodle;Taiwan;4,25
Migawon;Hovenia Ramen Vegetable Flavor;South Korea;3,5
A1;Vegetarian Herbal Noodle;Malaysia;1,5
Tokushima Seifun;Yakibuta Ramen;Japan;5
Nissin;Cup Noodles Sabor Franhp Com Requeijao;Brazil;5
Master Kong;Tomato Sauce Instant Noodle;China;4,5
Suimin;Noodles Mi Goreng;Australia;4,3
ORee Garden;Malaysia Green Curry Noodle;Malaysia;5
Doll;Hello Kitty Dim Sum Noodle Japanese Soy Sauce Flavour;Hong Kong;3
Great Value;Chicken Style Ramen Noodles;Canada;3,5
E-Zee;Perisa Asam Pedas Mi Segera;Malaysia;4
Oni Hot Pot;XO Sauce Noodle;Taiwan;5
Acecook;Kadomen Koikoku Tonkotsu;Japan;3,8
Ottogi;Ramyon Sabor A Res;Mexico;4
MyKuali;Penang Red Tom Yum Goong Noodle Authentic Taste;Malaysia;5
Master Kong;Artificial Pork Ribs Flavour Instant Noodle;China;3,5
Indomie;Pop Mie Mi Instan Cup Rasa Ayam;Indonesia;3,5
Maruchan;Instant Lunch Sriracha Chicken Flavor Ramen Noodle Soup;USA;3,75
Suimin;Noodles Curried Prawn Flavour;Australia;3,25
Nissin;Tokyo Tokunou Gyokai Tonkotsu;Japan;5
Koyo;Garlic Pepper Reduced Sodium Ramen;USA;0
Nissin;RapiFideo Sabor A Chile Y Limon;Mexico;3,75
Zow Zow;Instant Noodle Shrimp Tom Yam Flavoured;Thailand;3,75
Four Seas;Beef And Radish Flavour Instant Noodle;Hong Kong;2,5
Nissin;Cup Noodle Light+ Cheese Fondue;Japan;5
Kamfen;Dried Mix Noodles Scallop Seafood Flavoured;Hong Kong;4,25
Ottogi;Ramyon Sabor Mariscos;Mexico;3,75
Mamee;Pepper Noodles Vegetarian;Hong Kong;3,25
Nongshim;Arrabiata Rice Bucatini;USA;5
Four Seas;Kung Tak Lam Vegetarian Noodle (Mushroom);Hong Kong;3
Marutai;Hakata Tonkotsu Ramen;Japan;5
Samyang Foods;Fresh Jjajang;South Korea;4,5
Maggi;Fusian Special Edition Ow,,, Ow,,, Spicy Cow Mi Goreng;Australia;5
Doll;Instant Noodle Vegetarian Flavour;Hong Kong;3,75
Tokushima Seifun;Negi Ramen;Japan;1,75
A-Sha Dry Noodle;Tainan Noodle Original Sauce;Taiwan;5
Maruchan;Bowl Taste Of Asia Beef Flavor Sukiyaki Ramen;USA;5
Great Value;Spicy Ramen Noodles;Canada;4
Nissin;Cup Noodles Sabor Pollo Habanero Y Limon Sopa Instantanea;Mexico;3,5
Mi Sedaap;Mi Segera Mi Goreng Ayam Krispi;Indonesia;4,5
Nissin;Demae Iccho Black Garlic Oil Tonkotsu;Hong Kong;3,75
Nissin;Cup Noodles Big Spicy Seafood Flavour;Hong Kong;5
Nissin;Demae Iccho Curry Beef Flavour;Hong Kong;4
Nissin;Nupasta Carbonara Flavour Instant Noodle;Hong Kong;5
Fuku;Non-Fried Superior Soup Noodle;Hong Kong;4
Nissin;Cup Mifun Spicy Beef Flavour;Hong Kong;4
Nissin;Cup Noodles Pork Chowder Flavour;Hong Kong;4
Nissin;Taisho Fried Noodle Sesame Paste Flavour Instant Noodle;Hong Kong;5
Nissin;Demae Ramen Straight Noodle Kyushu Tonkotsu Instant Noodle;Hong Kong;5
Fuku;Superior Soup Instant Rice Vermicelli;Hong Kong;5
Nissin;Demae Ramen Sesame Flavour Instant Noodles;Hong Kong;5
Nissin;Mie Goreng Indonesia Stir Noodle Original Flavour;Hong Kong;4
Nissin;Demae Iccho Beef Flavour Instant Noodle;Hong Kong;4
Nissin;Big Cup Noodles Seafood Curry Flavour;Hong Kong;5
Nissin;Nupasta Salmon In White Sauce Flavour Instant Noodle;Hong Kong;5
MyKuali;Penang Hokkien Prawn Noodle Authentic Taste;Malaysia;5
Doll;Instant Noodle Preserved Vegetable Flavour;Hong Kong;4
Oni Hot Pot;Seaweed Flavour Noodle;Taiwan;2
Nongshim;Champong Noodle Soup Spicy Seafood Flavor;South Korea;5
Nissin;Straits Kitchen Laksa;Singapore;5
Maruchan;Seimen Noukou Toro Tonkotsu;Japan;4
CarJEN;Otentiq Cheezy Mushroom Instant Noodles (Improved Taste);Malaysia;5
Nongshim;Kimchi Flavor Noodle Soup;USA;5
Sanpo;Yakibuta Ramen;Japan;4
Myojo;Mee Goreng Original Flavour;Singapore;4
Samyang Foods;Pojangmacha Udon;South Korea;4
Nissin;Cup Noodles Singapore Laksa;Japan;5
Roland;Ramen Japanese Style Quick-Cooking Alimentary Paste With Beef Artificially Flavored Soup Base;USA;0
Wang;Rice Noodle Kimchi Flavor;South Korea;4
Maruchan;Ramen Noodle Soup Chicken Tortilla Flavor;USA;3
Itomen;Onion Flavor Shoyu Ramen;Japan;3,5
Nissin;Lamen Sabor Frango Assado Com Toque De Limao;Brazil;4,5
Weh Lih;GGE Noodle Snack Wheat Crackers Original Ramen;Taiwan;1
Oni Hot Pot;Tuna With Shallot Flavor Noodle;Taiwan;4,3
Great Value;Vegetarian Flavour Ramen Noodles;Canada;3
Nissin;Cup Noodles Chilli Crab Flavour;Hong Kong;3,75
Nissin;Chilli Noodles Spicy Tom Yum Flavour;Thailand;4
Nissin;Cup Noodles Seafood Creamy Flavour;Thailand;4
Nissin;Instant Noodles Minced Pork Flavour;Thailand;3,5
Nissin;Cup Noodles Moo Manao Flavour;Thailand;4
Nissin;Instant Noodles Tom Yum Shrimp Saab Flavour;Thailand;4
7 Select;Nissin Instant Noodles Shrimp Ma Nao Lui Suan Flavour King Cup;Thailand;4
Nissin;Chilli Noodles Tom Yum Shrimp Creamy Soup Flavour;Thailand;3,25
Nissin;Cup Noodles Minced Pork Flavour;Thailand;3,5
Nissin;Super Tom Yum Shrimp;Thailand;3,5
Nissin;Instant Noodles Moo Manao Flavour;Thailand;4
Nissin;Chilli Noodles Stir Fried Holy Basil Flavour;Thailand;5
Nissin;Cup Noodles Tom Yum Shrimp Sabb Flavour;Thailand;5
7 Select;Nissin Instant Noodles Tom Yum Seafood Creamy Flavour King Cup;Thailand;3,5
Happy Family;Curry Flavour Instant Noodles;Singapore;4
Nissin;Mennippon Oumi Chanpon;Japan;5
Suimin;Noodles With Chicken & Sweet Corn Flavour;Australia;2,25
Sapporo Ichiban;Taimeiken Yousyoku Yasangatsukutta Omumen;Japan;4
CarJEN;Hot & Spicy Dry Curry With Chives Soup;Malaysia;5
Kang Shi Fu;Artificial Salted Beef With Mushrooms Flavour;Hong Kong;4
Myojo;Mee Goreng Thai Tom Yum Flavour;Singapore;4
Maruchan;Instant Lunch Chipotle Chicken Flavor Ramen Noodle Soup;USA;5
Nissin;Kimchi Chikin Ramen Donburi;Japan;5
Four Seas;Chicken Flavour Instant Noodle;Hong Kong;4
Doll;Instant Noodle Supreme Abalone And Chicken Flavour;Hong Kong;2
Nissin;Demae Ramen Roast Beef Flavour Instant Noodles;Hong Kong;4
Nissin;Demae Ramen Spicy Curry Flavour Instant Noodles;Hong Kong;4
Fuku;Superior Soup Instant Noodles (Mfg in Vietnam);Hong Kong;4
Fuku;Superior Soup Instant Noodles (Mfg in Thailand);Hong Kong;4
Wang;Rice Noodle Seafood Flavour;South Korea;5
Nissin;Men Shokunin Kaoruyasai Shio;Japan;5
Maruchan;Bowl Taste Of Asia Miso Chicken Flavor Spicy Miso Ramen;USA;4
Thien Houng Foods;Lemon Chicken Flavour Instant Noodles;Vietnam;3
Nissin;Lamen Sabor Picanha;Brazil;4
Dream Kitchen;Tonkotsu;USA;3
Sapporo Ichiban;Kun Ramen Sumo-kuchikin (Smoked Chicken);Japan;3
Maruchan;Instant Lunch Pork Flavor Ramen Noodles With Vegetables;USA;3
Jingqi;Black Eyes Bean Pumpkin Noodles With Basil Sauce;Taiwan;5
Jingqi;Aloe Vera Guan Mian Cyanobacteria Noodle With Ginger Oil Sauce;Taiwan;5
Jingqi;Black Eyes Bean Purple Sweet Potato Noodle With Spicy Miso Sauce;Taiwan;3
Jingqi;Aloe Vera Guan Mian Original Noodle With Sesame Sauce;Taiwan;5
Jingqi;Black Eyes Bean Cyanobacteria Noodle With Ginger Oil Sauce;Taiwan;5
Jingqi;Aloe Vera Guan Mian Pumpkin Noodle With Basil Sauce;Taiwan;4
Jingqi;Black Eyes Bean Original Noodle With Sesame Sauce;Taiwan;4
Jingqi;Aloe Vera Guan Mian Purple Sweet Potato Noodle With Spicy Miso Sauce;Taiwan;4
A-Sha Dry Noodle;Chow Mein Oyster Sauce BBQ Flavor;Taiwan;2
Master Kong;Artificial Mushroom Chicken Flavor Instant Noodle;China;4
A-Sha Dry Noodle;Chow Mein Original Flavor;Taiwan;5
La Moderna;Sazon Casero Sopa Con Tomate Y Sabor Pollo;Mexico;3
Menraku;Japanese Yakisoba Umami Sauce;Japan;5
Nongshim;Chal Bibim Myun;South Korea;5
Tseng Noodles;Rice Noodle Seafood Laksa Flavour;Taiwan;5
Nissin;Piritto Karakuchi Tantan Udon;Japan;4
Tseng Noodles;Rice Noodle Chinese Mushroom With Soybean Vegetarian Braised Pork Flavor;Taiwan;5
Suimin;Noodles With Hot & Spicy Flavour;Australia;3
JML;Instant Noodle Artificial Beef Flavor 7 sour Pickled Cabbage;China;4
Great Value;Vegetable Flavour Noodles With Vegetables;Canada;3
Tseng Noodles;Rice Noodle Shallot With Braised Pork Flavor;Taiwan;5
Happy Family;Vegetable Flavour Instant Noodles;Singapore;4
Maruchan;Ramen Noodle soup Mushroom Flavor;USA;4
MAMA;Instant Flat Noodles Tom Yam Flavour;Thailand;4
MAMA;Instant Rice Noodles Phnom Penh Style;Thailand;4
MAMA;Instant Rice Noodles Stew Beef Flavour;Thailand;4
MAMA;Cup Rice Noodles Tom Saab Flavour;Thailand;5
MAMA;Instant Flat Noodles Clear Soup;Thailand;4
MAMA;Instant Rice Vermicelli Yentafo Tom Yam Mohfai;Thailand;5
MAMA;Instant Rice Noodles Vegetable Flavour;Thailand;4
MAMA;Instant Tom Yam Rice Noodles;Thailand;4
MAMA;Oriental Kitchen Instant Rice Vermicelli In Gravy;Thailand;5
MAMA;Pho Ga Rice Noodles With Artificial Chicken Flavour;Thailand;3
MAMA;Instant Rice Noodles Chicken Flavour;Thailand;4
MAMA;Instant Rice Vermicelli Clear Soup;Thailand;3,5
MAMA;Instant Rice Noodles Moo Nam Tok Flavour;Thailand;3,5
President Rice;Coriander Instant Rice Noodles;Thailand;2,75
Nissin;Raoh Hot & Sour Ramen;Japan;5
Master Kong;Assorted Seafood Noodles;China;4
Pulmuone;Non-Fried Ramyun Noodle (Crab Flavor);South Korea;5
Singa-Me;Instant Noodles Chicken Flavour;Australia;2,5
Nissin;Demae Ramen Sesame Oil Flavour Cup;Hong Kong;4
Myojo;Barikata Noukou Tonkotsu Shoyu;Japan;4,75
Choumama;XO Scallops Sauce Dry Noodles;Taiwan;4
Nyor Nyar;Penang White Curry Instant Noodle;Malaysia;5
Knorr;Chicken Flavored Instant Noodles;Pakistan;3
Fuku;Chicken Flavour Instant Noodle;Hong Kong;4
Nissin;Gyorai Inaniwa Chuka Soba;Japan;5
Mr, Lee's Noodles;Warrior Fighting Shrimp;UK;3,3
Mr, Lee's Noodles;Hong Kong Street Beef;UK;5
Mr, Lee's Noodles;Dragon Fire Mushroom;UK;3
Mr, Lee's Noodles;Tai Chi Chicken;UK;3
Mr, Lee's Noodles;Shaolin Monk Vegetables;UK;5
Mr, Lee's Noodles;Penang Chicken Curry Laksa;UK;2
Nissin;Nupasta Vongole Flavour Instant Noodle;Hong Kong;4
Nongshim;Bowl Noodle Soup Independence Day Limited Edition Spicy Chicken Flavor;USA;4
Nissin;Cup Noodles Sabor Galinha Caipira;Brazil;4
Maruchan;Bowl Taste Of Asia Hearty Pork Flavor Tonkotsu Ramen;USA;4
Nissin;Deka Buto Kuro M-yu Tonkotsu;Japan;5
Nissin;Big Cup Noodles Tonkotsu Flavour;Hong Kong;3
